Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected
KALININ-1,Operational,Russia,PWR,VVER V-338,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1977-02-01,1984-04-10,,,1984-05-09,1985-06-12,,,,31.67,31.67,0
KALININ-2,Operational,Russia,PWR,VVER V-338,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1982-02-01,1986-11-25,,,1986-12-03,1987-03-03,,,,31.67,31.67,0
KALININ-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1985-10-01,2004-11-25,,,2004-12-16,2005-11-08,,,,29.69,29.69,0
KALININ-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1986-08-01,2011-11-08,1991-06-01,2007-11-12,2011-11-24,2012-12-25,,,,29.69,29.69,0
KOLA-1,Operational,Russia,PWR,VVER V-230,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1970-05-01,1973-06-26,,,1973-06-29,1973-12-28,,,,29.89,29.89,0
KOLA-2,Operational,Russia,PWR,VVER V-230,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1970-05-01,1974-11-30,,,1974-12-09,1975-02-21,,,,29.89,29.89,0
KOLA-3,Operational,Russia,PWR,VVER V-213,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1977-04-01,1981-02-07,,,1981-03-24,1982-12-03,,,,29.89,29.89,0
KOLA-4,Operational,Russia,PWR,VVER V-213,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1976-08-01,1984-10-07,,,1984-10-11,1984-12-06,,,,29.89,29.89,0
KURSK 2-1,Under Construction,Russia,PWR,VVER V-510,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1200,1200,1255,3300,2018-04-28,2025-05-22,,,N/A,N/A,,,,36.36,36.36,0
KURSK 2-2,Under Construction,Russia,PWR,VVER V-510,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1200,1200,1255,3300,2019-04-15,N/A,,,N/A,N/A,,,,36.36,36.36,0
KURSK-1,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1972-06-01,1976-10-25,,,1976-12-19,1977-10-12,,,2021-12-19,28.91,28.91,0
KURSK-2,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1973-01-01,1978-12-16,,,1979-01-28,1979-08-17,,,2024-01-31,28.91,28.91,0
KURSK-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1978-04-01,1983-08-09,,,1983-10-17,1984-03-30,,,,28.91,28.91,0
KURSK-4,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1981-05-01,1985-10-31,,,1985-12-02,1986-02-05,,,,28.91,28.91,0
LENINGRAD 2-1,Operational,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1066,1188,3200,2008-10-25,2018-02-06,,,2018-03-09,2018-10-29,,,,34.41,33.31,0
LENINGRAD 2-2,Operational,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1066,1188,3200,2010-04-15,2020-08-29,,,2020-10-22,2021-03-18,,,,34.41,33.31,0
LENINGRAD 2-3,Under Construction,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1150,1150,1199,3200,2024-03-14,N/A,,,N/A,N/A,,,,35.94,35.94,0
LENINGRAD-1,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1970-03-01,1973-09-12,,,1973-12-21,1974-11-01,,,2018-12-22,28.91,28.91,0
LENINGRAD-2,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1970-06-01,1975-05-06,,,1975-07-11,1976-02-11,,,2020-11-10,28.91,28.91,0
LENINGRAD-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1973-12-01,1979-09-17,,,1979-12-07,1980-06-29,,,,28.91,28.91,0
LENINGRAD-4,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1975-02-01,1980-12-29,,,1981-02-09,1981-08-29,,,,28.91,28.91,0
NOVOVORONEZH 2-1,Operational,Russia,PWR,VVER V-392M,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1100,1114,1180,3200,2008-06-24,2016-05-20,,,2016-08-05,2017-02-27,,,,34.38,34.81,0
NOVOVORONEZH 2-2,Operational,Russia,PWR,VVER V-392M,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1114,1181,3200,2009-07-12,2019-03-22,,,2019-05-01,2019-10-31,,,,34.41,34.81,0
NOVOVORONEZH-1,Permanent Shutdown,Russia,PWR,VVER V-210,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',197,197,210,760,1957-07-01,1963-12-17,,,1964-09-30,1964-12-31,,,1988-02-16,25.92,25.92,0
NOVOVORONEZH-2,Permanent Shutdown,Russia,PWR,VVER V-365,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',336,336,365,1320,1964-06-01,1969-12-23,,,1969-12-27,1970-04-14,,,1990-08-29,25.45,25.45,0
NOVOVORONEZH-3,Permanent Shutdown,Russia,PWR,VVER V-179,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',385,385,417,1375,1967-07-01,1971-12-22,,,1971-12-27,1972-06-29,,,2016-12-25,28.0,28.0,0
NOVOVORONEZH-4,Operational,Russia,PWR,VVER V-179,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',385,385,417,1375,1967-07-01,1972-12-25,,,1972-12-28,1973-03-24,,,,28.0,28.0,0
NOVOVORONEZH-5,Operational,Russia,PWR,VVER V-187,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1974-03-01,1980-04-30,,,1980-05-31,1981-02-20,,,,31.67,31.67,0
ROSTOV-1,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',989,950,1041,3200,1981-09-01,2001-02-23,,,2001-03-30,2001-12-25,,,,30.91,29.69,0
ROSTOV-2,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1983-05-01,2010-01-22,,,2010-03-18,2010-12-10,,,,29.69,29.69,0
ROSTOV-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,2009-09-15,2014-12-07,,,2014-12-27,2015-09-17,,,,31.67,31.67,0
ROSTOV-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',979,950,1030,3000,2010-06-16,2017-12-29,,,2018-02-02,2018-09-28,,,,32.63,31.67,0
SMOLENSK-1,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1975-10-01,1982-09-10,,,1982-12-09,1983-09-30,,,,28.91,28.91,0
SMOLENSK-2,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1976-06-01,1985-04-09,,,1985-05-31,1985-07-02,,,,28.91,28.91,0
SMOLENSK-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1984-05-01,1989-12-29,,,1990-01-17,1990-10-12,,,,28.91,28.91,0
BOHUNICE A1,Permanent Shutdown,Slovakia,HWGCR,KS 150,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",93,110,143,560,1958-08-01,1972-10-24,,,1972-12-25,1972-12-25,,,1977-02-22,16.61,19.64,0
BOHUNICE-1,Permanent Shutdown,Slovakia,PWR,VVER V-230,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",408,408,440,1375,1972-04-24,1978-11-27,,,1978-12-17,1980-04-01,,,2006-12-31,29.67,29.67,0
BOHUNICE-2,Permanent Shutdown,Slovakia,PWR,VVER V-230,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",408,408,440,1375,1972-04-24,1980-03-15,,,1980-03-26,1981-01-01,,,2008-12-31,29.67,29.67,0
BOHUNICE-3,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",466,466,500,1471,1976-12-01,1984-08-07,,,1984-08-20,1985-02-14,,,,31.68,31.68,0
BOHUNICE-4,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",466,466,500,1471,1976-12-01,1985-08-02,,,1985-08-09,1985-12-18,,,,31.68,31.68,0
MOCHOVCE-1,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",467,408,500,1471,1983-10-13,1998-06-09,,,1998-07-04,1998-10-29,,,,31.75,27.74,0
MOCHOVCE-2,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",469,408,500,1471,1983-10-13,1999-12-01,,,1999-12-20,2000-04-11,,,,31.88,27.74,0
MOCHOVCE-3,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",434,440,471,1375,1987-01-27,2022-10-22,1990-01-27,2015-01-27,2023-01-31,N/A,,,,31.56,32.0,0
MOCHOVCE-4,Under Construction,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",440,440,471,1375,1987-01-27,N/A,,,N/A,N/A,,,,32.0,32.0,0
KRSKO,Operational,Slovenia,PWR,WH 2LP,"GEN Energija, d.o.o",Nuklearna elektrarna Krško,696,632,736,1994,1975-03-30,1981-09-11,,,1981-10-02,1983-01-01,,,,34.9,31.7,0
KOEBERG-1,Operational,South Africa,PWR,CP1,ESKOM,ESKOM,924,921,964,2775,1976-07-01,1984-03-14,,,1984-04-04,1984-07-21,,,,33.3,33.19,0
KOEBERG-2,Operational,South Africa,PWR,CP1,ESKOM,ESKOM,930,921,970,2775,1976-07-01,1985-07-07,,,1985-07-25,1985-11-09,,,,33.51,33.19,0
ALMARAZ-1,Operational,Spain,PWR,WH 3LP,"Iberdrola, Endesa, Gas Natural",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1011,900,1049,2947,1973-07-03,1981-04-05,,,1981-05-01,1983-09-01,,,,34.31,30.54,0
ALMARAZ-2,Operational,Spain,PWR,WH 3LP,"Iberdrola, Endesa, Gas Natural",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1006,900,1044,2947,1973-07-03,1983-09-19,,,1983-10-08,1984-07-01,,,,34.14,30.54,0
ASCO-1,Operational,Spain,PWR,WH 3LP,"ENDESA, S.A.",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),995,888,1033,2941,1974-05-16,1983-06-16,,,1983-08-13,1984-12-10,,,,33.83,30.19,0
ASCO-2,Operational,Spain,PWR,WH 3LP,"ENDESA, IBERDROLA",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),997,888,1027,2941,1975-03-07,1985-09-11,,,1985-10-23,1986-03-31,,,,33.9,30.19,0
COFRENTES,Operational,Spain,BWR,BWR-6 (Mark 3),"IBERDROLA, S.A.","IBERDROLA, S.A.",1064,939,1102,3237,1975-09-09,1984-08-23,,,1984-10-14,1985-03-11,,,,32.87,29.01,0
JOSE CABRERA-1,Permanent Shutdown,Spain,PWR,WH 1LP,"UNION FENOSA GENERATION, S.A.","UNION FENOSA GENERATION, S.A.",141,153,150,510,1964-06-24,1968-06-30,,,1968-07-14,1969-08-13,,,2006-04-30,27.65,30.0,0
SANTA MARIA DE GARONA,Permanent Shutdown,Spain,BWR,BWR-3,"NUCLENOR, S.A.","NUCLENOR, S.A.",446,440,466,1381,1966-09-01,1970-11-05,,,1971-03-02,1971-05-11,2013-07-06,2017-08-01,2017-08-02,32.3,31.86,0
TRILLO-1,Operational,Spain,PWR,PWR 3 loops,"Iberdrola, Gas Natural, Hidroeléctrica del Cantábrico, Nuclenor",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1003,990,1066,3010,1979-08-17,1988-05-14,,,1988-05-23,1988-08-06,,,,33.32,32.89,0
VANDELLOS-1,Permanent Shutdown,Spain,GCR,,"HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.","HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.",480,480,500,1670,1968-06-21,1972-02-11,,,1972-05-06,1972-08-02,,,1990-07-31,28.74,28.74,0
VANDELLOS-2,Operational,Spain,PWR,WH 3LP,"ENDESA, IBERDROLA",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),1047,930,1087,2941,1980-12-29,1987-11-14,,,1987-12-12,1988-03-08,,,,35.6,31.62,0
AGESTA,Permanent Shutdown,Sweden,PHWR,Prototype,Vattenfall AB,AB SVAFO,10,9,12,80,1957-12-01,1963-07-17,,,1964-05-01,1964-05-02,,,1974-06-02,12.5,11.25,0
BARSEBACK-1,Permanent Shutdown,Sweden,BWR,AA-II,Sydkraft Nuclear Power AB,Barsebäck Kraft AB,600,570,615,1800,1971-02-01,1975-01-18,,,1975-05-15,1975-07-01,,,1999-11-30,33.33,31.67,0
BARSEBACK-2,Permanent Shutdown,Sweden,BWR,AA-II,Sydkraft Nuclear Power AB,Barsebäck Kraft AB,600,570,615,1800,1973-01-01,1977-02-20,,,1977-03-21,1977-07-01,,,2005-05-31,33.33,31.67,0
FORSMARK-1,Operational,Sweden,BWR,"AA-III, BWR-2500",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1104,900,1143,3234,1973-06-01,1980-04-23,,,1980-06-06,1980-12-10,,,,34.14,27.83,0
FORSMARK-2,Operational,Sweden,BWR,"AA-III, BWR-2500",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1121,900,1160,3253,1975-01-01,1980-11-16,,,1981-01-26,1981-07-07,,,,34.46,27.67,0
FORSMARK-3,Operational,Sweden,BWR,"AA-IV, BWR-3000",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1172,1050,1208,3300,1979-01-01,1984-10-28,,,1985-03-05,1985-08-18,,,,35.52,31.82,0
OSKARSHAMN-1,Permanent Shutdown,Sweden,BWR,AA-I,OKG AKTIEBOLAG,OKG AKTIEBOLAG,473,440,492,1375,1966-08-01,1970-12-12,,,1971-08-19,1972-02-06,,,2017-06-19,34.4,32.0,0
OSKARSHAMN-2,Permanent Shutdown,Sweden,BWR,AA-II,OKG AKTIEBOLAG,OKG AKTIEBOLAG,638,580,661,1800,1969-09-01,1974-03-06,,,1974-10-02,1975-01-01,,,2016-12-22,35.44,32.22,0
OSKARSHAMN-3,Operational,Sweden,BWR,"AA-IV, BWR-3000",OKG AKTIEBOLAG,OKG AKTIEBOLAG,1400,1050,1450,3900,1980-05-01,1984-12-29,,,1985-03-03,1985-08-15,,,,35.9,26.92,0
RINGHALS-1,Permanent Shutdown,Sweden,BWR,AA-I,Ringhals AB,Ringhals AB,881,760,910,2540,1969-02-01,1973-08-20,,,1974-10-14,1976-01-01,,,2020-12-31,34.69,29.92,0
RINGHALS-2,Permanent Shutdown,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,852,820,963,2652,1970-10-01,1974-06-19,,,1974-08-17,1975-05-01,,,2019-12-31,32.13,30.92,0
RINGHALS-3,Operational,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,1081,915,1128,3135,1972-09-01,1980-07-29,,,1980-09-07,1981-09-09,,,,34.48,29.19,0
RINGHALS-4,Operational,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,1130,915,1178,3300,1973-11-01,1982-05-19,,,1982-06-23,1983-11-21,,,,34.24,27.73,0
BEZNAU-1,Operational,Switzerland,PWR,WH 2LP,"Kernkraftwerk Beznau
CH-5312 Döttingen","Kernkraftwerk Beznau
CH-5312 Döttingen",365,350,380,1130,1965-09-01,1969-06-30,,,1969-07-17,1969-12-09,,,,32.3,30.97,0
BEZNAU-2,Operational,Switzerland,PWR,WH 2LP,"Kernkraftwerk Beznau
CH-5312 Döttingen","Kernkraftwerk Beznau
CH-5312 Döttingen",365,350,380,1130,1968-01-01,1971-10-16,,,1971-10-23,1972-03-04,,,,32.3,30.97,0
GOESGEN,Operational,Switzerland,PWR,PWR 3 Loop,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,KERNKRAFTWERK GÖSGEN-DÄNIKEN AG,1010,920,1060,3002,1973-12-01,1979-01-20,,,1979-02-02,1979-11-01,,,,33.64,30.65,0
LEIBSTADT,Operational,Switzerland,BWR,BWR-6,KERNKRAFTWERK LEIBSTADT,KERNKRAFTWERK LEIBSTADT,1233,960,1285,3600,1974-01-01,1984-03-09,,,1984-05-24,1984-12-15,,,,34.25,26.67,0
LUCENS,Permanent Shutdown,Switzerland,HWGCR,HWGCR: 2-loops,Nationale Gesellschaft zur Förderung der industriellen Atomtechnik,Energie de l'Ouest Suisse,6,6,7,28,1962-04-01,1966-12-29,,,1968-01-29,N/A,,,1969-01-21,21.43,21.43,0
MUEHLEBERG,Permanent Shutdown,Switzerland,BWR,BWR-4,BKW ENERGIE AG,BKW ENERGIE AG,373,306,390,1097,1967-03-01,1971-03-08,,,1971-07-01,1972-11-06,,,2019-12-20,34.0,27.89,0
AKKUYU-1,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2018-04-03,N/A,,,N/A,N/A,,,,34.81,34.81,0
AKKUYU-2,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2020-04-08,N/A,,,N/A,N/A,,,,34.81,34.81,0
AKKUYU-3,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2021-03-10,N/A,,,N/A,N/A,,,,34.81,34.81,0
AKKUYU-4,Under Construction,Türkiye,PWR,VVER V-509,Akkuyu Nuclear Joint Stock Company (JSC),Akkuyu Nuclear Joint Stock Company (JSC),1114,1114,1200,3200,2022-07-21,N/A,,,N/A,N/A,,,,34.81,34.81,0
CHERNOBYL-1,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,740,925,800,3200,1970-03-01,1977-08-02,,,1977-09-26,1978-05-27,,,1996-11-30,23.12,28.91,0
CHERNOBYL-2,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1973-02-01,1978-11-17,,,1978-12-21,1979-05-28,,,1991-10-11,28.91,28.91,0
CHERNOBYL-3,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1976-03-01,1981-06-02,,,1981-12-03,1982-06-08,,,2000-12-15,28.91,28.91,0
CHERNOBYL-4,Permanent Shutdown,Ukraine,LWGR,RBMK,SE “NNEGC “ENERGOATOM”,MINTOPENERGO OF UKRAINE - MINISTRY OF FUEL AND ENERGY OF UKRAINE,925,925,1000,3200,1979-04-01,1983-11-26,,,1983-12-22,1984-03-26,,,1986-04-26,28.91,28.91,0
KHMELNITSKI-1,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-11-01,1987-12-10,,,1987-12-31,1988-08-13,,,,31.67,31.67,0
KHMELNITSKI-2,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1985-02-01,2004-08-01,,,2004-08-07,2005-12-15,,,,31.67,31.67,0
KHMELNITSKI-3,Under Construction,Ukraine,PWR,VVER,SE “NNEGC “ENERGOATOM”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,1035,1035,1089,3132,1986-03-01,N/A,,,N/A,N/A,,,,33.05,33.05,0
KHMELNITSKI-4,Under Construction,Ukraine,PWR,VVER,SE “NNEGC “ENERGOATOM”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,1035,1035,1089,3132,1987-02-01,N/A,,,N/A,N/A,,,,33.05,33.05,0
RIVNE-1,Operational,Ukraine,PWR,VVER V-213,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,381,361,420,1375,1973-08-01,1980-12-17,,,1980-12-22,1981-09-22,,,,27.71,26.25,0
RIVNE-2,Operational,Ukraine,PWR,VVER V-213,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,376,384,415,1375,1973-10-01,1981-12-19,,,1981-12-22,1982-07-29,,,,27.35,27.93,0
RIVNE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1980-02-01,1986-11-11,,,1986-12-21,1987-05-16,,,,31.67,31.67,0
RIVNE-4,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1986-08-01,2004-09-26,,,2004-10-10,2006-04-06,,,,31.67,31.67,0
SOUTH UKRAINE-1,Operational,Ukraine,PWR,VVER V-302,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1976-08-01,1982-12-09,,,1982-12-31,1983-12-02,,,,31.67,31.67,0
SOUTH UKRAINE-2,Operational,Ukraine,PWR,VVER V-338,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-07-01,1984-12-30,,,1985-01-06,1985-04-06,,,,31.67,31.67,0
SOUTH UKRAINE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1984-11-01,1989-09-02,,,1989-09-20,1989-12-29,,,,31.67,31.67,0
ZAPOROZHYE-1,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1980-04-01,1984-12-07,,,1984-12-10,1985-12-25,,,,31.67,31.67,0
ZAPOROZHYE-2,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1981-01-01,1985-06-28,,,1985-07-22,1986-02-15,,,,31.67,31.67,0
ZAPOROZHYE-3,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1982-04-01,1986-12-04,,,1986-12-10,1987-03-05,,,,31.67,31.67,0
ZAPOROZHYE-4,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1983-04-01,1987-12-15,,,1987-12-18,1988-04-14,,,,31.67,31.67,0
ZAPOROZHYE-5,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1985-11-01,1989-07-20,,,1989-08-14,1989-10-27,,,,31.67,31.67,0
ZAPOROZHYE-6,Operational,Ukraine,PWR,VVER V-320,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,State Enterprise “National Nuclear Energy Generating Company ‘Energoatom”,950,950,1000,3000,1986-06-01,1995-10-06,,,1995-10-19,1996-09-17,,,,31.67,31.67,0
BARAKAH-1,Operational,United Arab Emirates,PWR,APR-1400,Emirates Nuclear Energy Corporation,Nawah Energy Company,1337,1310,1417,3983,2012-07-19,2020-07-31,,,2020-08-19,2021-04-01,,,,33.57,32.89,0
